LFQ intensity delta10G-1-3h	LFQ intensity delta10G-2-3h	LFQ intensity delta10G-3-3h	LFQ intensity wt-1-3h	LFQ intensity wt-2-3h	LFQ intensity wt-3-3h	Protein names	Gene names
28.62363	27.3697	28.0929	27.73098	27.52358	27.31259	3-ketoacyl-CoA thiolase	fadI
29.65415	29.41305	28.86012	28.50828	29.32083	29.21491	Uncharacterized protein YffS	yffS
28.38883	27.39852	28.30552	27.55998	27.69651	28.23613	FeS cluster assembly protein SufB	sufB
31.4908	31.75585	31.69246	31.17914	31.33777	31.08195	Outer membrane protein assembly factor BamB	bamB
30.05142	29.8777	30.08613	30.05982	29.95102	30.16674	Disulfide-bond oxidoreductase YghU	yghU
26.42324	26.92275	27.12869	27.26168	27.46793	27.54517	UPF0313 protein YgiQ	ygiQ
29.5719	29.38961	29.43426	29.86566	29.80524	29.6453	Homoserine kinase	thrB
28.63558	28.82969	28.98951	28.96552	28.80578	29.24384	Beta-lactamase	ampC
31.88951	31.7582	31.70845	31.74005	31.76778	31.56593	Mannose-6-phosphate isomerase	manA
30.97076	31.26623	31.2259	31.21292	31.24644	31.29838	Aromatic-amino-acid aminotransferase	tyrB
27.61224	28.36077	28.39174	28.81317	28.27106	27.44758	Formamidopyrimidine-DNA glycosylase	mutM
26.91787	25.34608	25.58875	25.6095	26.87455	26.31914	Beta-glucuronidase	uidA
29.4556	29.87527	29.67946	29.62495	30.01385	29.62591	Histidinol-phosphate aminotransferase	hisC
30.19812	30.23786	30.57993	30.59272	30.49943	30.51475	ATP-dependent 6-phosphofructokinase isozyme 2	pfkB
32.37093	32.45324	32.64326	32.68967	32.42852	32.53911	L-threonine 3-dehydrogenase	tdh
29.39603	29.7432	29.75334	29.46686	29.83527	29.84622	Protease 4	sppA
33.80492	33.75762	33.71784	32.98069	34.02663	33.71129	Protein GrpE	grpE
33.38291	33.28071	33.11589	33.22144	32.9255	32.57779	N-acetylneuraminate lyase	nanA
30.82031	30.97425	31.51376	30.93614	31.13718	31.05801	Galactokinase	galK
30.84737	30.70273	30.19812	30.05969	30.07265	30.31311	Cell division topological specificity factor	minE
35.00558	35.00792	35.13652	34.29077	34.94363	34.98091	50S ribosomal protein L10	rplJ
34.8864	35.20536	34.87893	35.32462	35.21646	35.2841	30S ribosomal protein S13	rpsM
35.71809	35.79142	35.9382	35.45071	35.97282	36.08114	30S ribosomal protein S5	rpsE
31.16507	31.21338	31.38396	31.05614	31.10756	31.16525	Ribonuclease 3	rnc
29.25514	29.45695	29.12329	28.85454	29.58079	29.54455	UPF0307 protein YjgA	yjgA
29.61506	29.97117	30.02195	30.16159	30.15653	30.17331	Membrane-bound lytic murein transglycosylase A	mltA
32.00765	32.19903	31.96175	32.06117	32.10624	32.10815	Aldose 1-epimerase	galM
30.62514	30.96815	30.61439	31.13742	31.28218	31.24116	HTH-type transcriptional regulator CysB	cysB
30.98346	30.56284	30.72647	30.54839	30.11657	30.41094	Ribokinase	rbsK
29.13237	29.57283	29.36417	29.45799	29.67111	29.86623	P-protein;Chorismate mutase;Prephenate dehydratase	pheA
29.99954	30.08081	29.78005	29.9924	30.34255	30.64839	Phosphate-specific transport system accessory protein PhoU	phoU
32.93206	33.28554	33.04497	32.51839	32.33063	32.26646	RNA polymerase-binding transcription factor DksA	dksA
32.60678	32.66852	32.48729	31.53274	31.91805	31.88638	DNA protection during starvation protein	dps
31.77207	31.36098	31.85553	31.78601	31.93143	31.36844	"1,4-dihydroxy-2-naphthoyl-CoA synthase"	menB
31.15756	31.10343	30.93431	31.29691	30.91392	30.77227	Dihydropteroate synthase	folP
29.92238	30.03918	30.1939	29.53636	29.54045	29.66701	Protoporphyrinogen IX dehydrogenase [menaquinone]	hemG
27.79786	27.67223	28.34617	27.17769	26.87549	28.15572	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	ampH
29.72611	29.75963	29.69079	29.38426	29.53918	29.85464	Succinyl-diaminopimelate desuccinylase	dapE
34.63017	35.00437	34.86982	35.07917	35.00563	34.88281	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	fabI
30.00424	29.84516	30.03263	29.82723	29.78027	30.24161	Inosine-guanosine kinase	gsk
32.26492	32.34427	32.50718	32.33453	32.45469	32.76584	NADH-quinone oxidoreductase subunit I	nuoI
29.02181	29.06599	28.67899	27.62951	28.60569	28.0079	Uncharacterized deoxyribonuclease YcfH	ycfH
29.63474	29.9211	30.15352	29.5807	30.01292	30.43291	Lipopolysaccharide biosynthesis protein WzzE	wzzE
30.69544	30.46334	30.43678	30.20303	29.94252	30.56438	Acyl-CoA thioesterase 2	tesB
29.88174	30.0724	30.01651	30.15424	30.12251	30.13284	Metalloprotease TldD	tldD
25.99934	26.12648	25.63362	25.18439	25.65338	26.20391	Sensor histidine kinase RcsC	rcsC
33.70924	33.60565	33.73973	33.48963	33.34665	33.3212	Uridine phosphorylase	udp
29.893	29.71399	29.92832	29.47981	29.77938	29.71089	UDP-N-acetylmuramoylalanine--D-glutamate ligase	murD
26.61555	26.09069	26.69139	26.58377	27.17807	27.18225	Glycogen debranching enzyme	glgX
29.24574	29.34623	29.24936	29.08144	29.16245	29.32027	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	murG
27.50514	27.87549	27.56819	27.66567	27.79804	27.77071	Ethanolamine ammonia-lyase light chain	eutC
30.09182	30.33947	30.51362	30.55737	30.40213	29.48671	PTS system fructose-specific EIIBC component;Fructose-specific phosphotransferase enzyme IIB component;Fructose permease IIC component	fruA
31.58549	31.77239	31.47861	31.66178	31.29652	31.06747	Adenosine deaminase	add
28.27662	28.4043	28.73863	28.17493	28.26977	28.21197	D-alanyl-D-alanine carboxypeptidase DacB	dacB
32.34475	32.03951	32.05184	31.63301	31.83206	31.89948	Sigma factor-binding protein Crl	crl
28.79377	29.02298	29.12213	28.84425	29.01797	29.09313	DNA repair protein RadA	radA
30.45464	30.83123	30.76549	30.75963	30.88896	30.92628	Cytoskeleton protein RodZ	rodZ
27.89348	28.19235	28.38648	27.86856	28.25219	27.96416	UPF0755 protein YceG	yceG
32.01422	32.13161	32.12269	31.49386	31.50304	32.00858	D-methionine-binding lipoprotein MetQ	metQ
26.22352	25.87462	25.85427	25.44692	25.44269	26.19143	Uncharacterized protein YcgB	ycgB
29.1033	29.13428	29.03252	29.03428	29.22571	29.40011	ATP-binding/permease protein CydD	cydD
28.54639	28.64993	28.34558	28.55772	28.83129	28.67253	Adenine deaminase	ade
25.39813	25.62931	25.67201	25.80801	26.32358	25.64911	Uncharacterized oxidoreductase YeiQ	yeiQ
28.09542	28.20676	28.26325	27.69246	27.3621	27.81458	Carbohydrate diacid regulator	cdaR
31.4409	31.07419	30.7285	31.239	31.08879	31.24706	Formyltetrahydrofolate deformylase	purU
28.59708	28.21697	28.1813	28.30713	28.3593	28.1437	ADP-heptose--LPS heptosyltransferase 2	rfaF
27.63955	27.76452	27.71109	27.70464	27.82311	27.97935	Isochorismate synthase MenF	menF
25.94038	26.44957	25.09728	25.89597	26.38517	25.091	Uncharacterized protein YjjU	yjjU
32.17688	31.97736	31.76754	31.52402	31.58271	31.81864	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	ydfG
28.00223	27.74503	28.5717	27.88943	28.07877	28.18485	Putative membrane protein IgaA homolog	yrfF
25.09507	24.78127	26.23109	26.78169	26.75723	27.00314	Glycolate oxidase iron-sulfur subunit	glcF
24.9597	25.65207	25.41271	24.97097	25.25353	25.11048	Uncharacterized protein YdbH	ydbH
35.73552	35.14022	35.12594	34.91019	34.95857	34.8913	50S ribosomal protein L22	rplV
33.59813	33.71763	33.54052	33.39968	33.50107	33.41034	Phosphoheptose isomerase	gmhA
27.82669	27.89232	27.89689	27.68043	28.09235	28.26517	Cell division protein ZapE	zapE
29.22306	29.13082	29.01688	28.86059	28.99916	28.73185	Beta-barrel assembly-enhancing protease	bepA
33.03836	32.82221	32.93665	32.50458	32.68014	33.11372	Galactitol permease IIC component	gatC
29.20513	29.46517	29.26662	29.45971	29.45162	29.52146	Uncharacterized HTH-type transcriptional regulator YciT	yciT
29.44553	29.92945	29.69199	29.53864	29.67079	29.82483	Thiol:disulfide interchange protein DsbG	dsbG
30.37834	30.44815	30.7647	30.72346	30.36588	30.89106	Uncharacterized protein YdhQ	ydhQ
27.97956	28.02258	27.80403	27.8518	28.02802	28.30317	Uncharacterized protein YahJ	yahJ
27.34359	27.43221	27.85638	27.70147	27.63388	27.94609	Mhp operon transcriptional activator	mhpR
26.46756	26.29441	26.90162	25.182	25.27948	25.64111	UPF0061 protein YdiU	ydiU
27.39141	26.23171	26.17765	26.4579	24.95925	26.34033	Uncharacterized sigma-54-dependent transcriptional regulator YgeV	ygeV
33.02282	33.22461	33.08817	33.02102	32.9522	32.86018	Glycine--tRNA ligase alpha subunit	glyQ
34.83841	35.12521	34.85378	34.88817	35.23677	35.19168	"30S ribosomal protein S6;30S ribosomal protein S6, fully modified isoform;30S ribosomal protein S6, non-modified isoform"	rpsF
31.08816	31.30264	31.40162	31.44204	31.6047	31.28438	3-deoxy-manno-octulosonate cytidylyltransferase	kdsB
26.88239	26.68525	26.98131	27.31346	26.54679	26.87361	Alpha-galactosidase	melA
29.09743	29.50611	29.12228	28.95116	29.33298	29.44279	tRNA pseudouridine synthase A	truA
32.10443	32.38195	32.38051	32.16764	32.37233	32.58748	4-hydroxy-tetrahydrodipicolinate synthase	dapA
26.08014	26.06145	26.56101	25.64188	25.53059	25.77653	Altronate oxidoreductase	uxaB
32.04368	31.98682	31.60748	32.01581	31.71367	31.53598	3-oxoacyl-[acyl-carrier-protein] synthase 3	fabH
31.56742	32.08122	32.07998	32.03885	32.17819	31.83432	GTP cyclohydrolase 1	folE
28.05734	28.31454	28.81553	28.51311	28.34934	27.86266	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	lpxC
31.90293	32.3439	32.19742	31.62749	31.91103	31.87214	Pyridoxine 5-phosphate synthase	pdxJ
34.94052	34.54806	34.63472	34.70089	34.72171	34.3811	50S ribosomal protein L28	rpmB
29.32053	29.4006	29.57858	29.34236	29.11329	29.65156	RNase adapter protein RapZ	rapZ
32.54126	32.62072	32.6064	32.7841	32.70147	32.73802	Probable transcriptional regulatory protein YebC	yebC
33.30566	33.18082	32.91743	33.02904	33.13644	33.22159	UPF0234 protein YajQ	yajQ
30.65872	31.24099	31.18062	30.93761	31.1584	31.26338	Uridine kinase	udk
30.0544	29.90799	29.8601	29.72842	29.92507	29.46322	UPF0246 protein YaaA	yaaA
27.77963	28.11113	27.97317	27.69505	27.98158	27.84536	HTH-type transcriptional regulator ArgP	argP
26.8804	27.98544	27.66017	27.84482	27.93151	28.04443	Outer membrane lipoprotein Blc	blc
29.2172	29.08631	29.4802	29.14839	29.0644	29.29531	Phospholipase A1	pldA
31.5437	31.26607	31.6751	31.55	31.10799	31.63983	Hypoxanthine phosphoribosyltransferase	hpt
30.55151	30.46927	30.38165	30.75994	30.39754	30.33341	Cell division ATP-binding protein FtsE	ftsE
28.84188	29.00999	28.94495	27.98484	27.95687	28.44656	Glycerol dehydrogenase	gldA
30.58674	30.35374	30.4567	30.01903	30.30443	30.351	Ribosomal small subunit pseudouridine synthase A	rsuA
28.73673	29.23197	29.40452	28.76756	29.08975	29.06779	Miniconductance mechanosensitive channel YbdG	ybdG
29.07801	29.60122	29.54411	28.58857	27.81078	27.80446	Exu regulon transcriptional regulator	exuR
29.38601	29.36417	29.25986	28.84936	28.54668	29.06129	HTH-type transcriptional regulator RpiR	rpiR
28.05092	28.2889	28.27954	28.3912	28.31696	28.54363	Sensor protein CpxA	cpxA
29.85439	29.9513	30.06535	30.75883	30.46752	30.60726	1-phosphofructokinase	fruK
28.50457	28.15141	28.08993	28.28092	28.88974	29.04815	Nitrogen regulation protein NR(II)	glnL
30.53816	30.51456	30.35616	30.60779	30.3911	30.76145	Pyridoxine/pyridoxamine 5-phosphate oxidase	pdxH
35.97064	36.12039	36.09763	36.3329	36.27321	36.14268	50S ribosomal protein L6	rplF
33.34454	33.47472	33.55602	33.46502	33.37114	33.46453	30S ribosomal protein S14	rpsN
30.4334	30.16782	30.37544	28.54694	27.17893	31.24389	L-threonine dehydratase catabolic TdcB	tdcB
28.37642	28.20779	28.47649	28.13941	28.22274	28.68073	Argininosuccinate lyase	argH
30.65949	30.49734	30.65847	30.43708	30.23329	30.28846	Protein FdhE	fdhE
26.15682	25.37199	25.00397	26.93225	26.9266	27.91963	Sulfate/thiosulfate import ATP-binding protein CysA	cysA
31.88914	31.35768	31.34266	31.26081	31.25479	31.79173	Oxygen-insensitive NADPH nitroreductase	nfsA
27.04562	27.38846	26.95682	28.06049	28.53193	28.49328	Phosphoadenosine phosphosulfate reductase	cysH
31.7231	30.92677	31.30764	31.31289	31.97634	31.32184	Uncharacterized protein YfeA	yfeA
28.43289	28.76825	28.5099	28.2978	28.74053	28.76395	2-octaprenyl-6-methoxyphenol hydroxylase	ubiH
31.01192	30.88722	30.50597	30.5185	30.8643	30.97999	tRNA-specific 2-thiouridylase MnmA	mnmA
29.13026	29.31458	28.90277	28.9377	28.98248	28.91236	"dTDP-4-amino-4,6-dideoxygalactose transaminase"	rffA
30.52608	30.83138	30.53371	30.90426	31.00598	31.14886	"Alanine racemase, catabolic"	dadX
28.29702	28.72348	28.86953	29.18865	28.90331	29.03865	Uncharacterized oxidoreductase YciK	yciK
29.06971	29.2507	28.86985	28.87941	28.82805	29.54779	NADH pyrophosphatase	nudC
27.21706	26.7599	27.21512	25.98492	26.30577	25.54581	Putative osmoprotectant uptake system substrate-binding protein OsmF	osmF
28.58771	28.75124	29.22055	28.67496	28.60629	29.07235	N-acetylmuramoyl-L-alanine amidase AmiA	amiA
22.46881	23.03777	21.64786	26.30784	25.91805	25.77931	Dipeptide transport ATP-binding protein DppF	dppF
26.98055	26.86561	27.49671	26.95149	27.15933	26.47684	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	kduD
28.51239	28.45552	28.10709	28.12785	27.5716	26.69949	Ribosomal RNA large subunit methyltransferase G	rlmG
31.07265	31.08017	30.80509	30.82092	30.88256	31.46616	GTPase ObgE/CgtA	obgE
31.71931	31.62667	31.70668	31.44722	31.32882	31.35363	6-phosphogluconolactonase	pgl
28.40458	28.75608	29.02044	28.59238	28.9577	29.05061	ATP phosphoribosyltransferase	hisG
30.59121	30.84782	30.63201	30.55682	30.75509	30.76533	Outer-membrane lipoprotein LolB	lolB
27.6656	27.97973	27.70695	27.44664	27.55852	28.10814	UPF0748 lipoprotein YddW	yddW
29.06807	29.06628	28.5333	28.91362	29.35271	29.31426	Uncharacterized HTH-type transcriptional regulator YhaJ	yhaJ
26.45889	26.87549	27.48208	26.49305	27.40827	27.25377	Phenylacetate-coenzyme A ligase	paaK
28.02565	28.28118	28.3677	27.77649	27.69863	27.56209	"Probable L,D-transpeptidase YnhG"	ynhG
28.84425	28.57683	28.73602	28.56264	28.26946	28.02697	N-acetylmuramic acid 6-phosphate etherase	murQ
24.89046	25.19558	24.93215	23.59229	25.31424	23.26442	Putative glutamate--cysteine ligase 2	ybdK
28.10169	28.30169	28.39133	28.34079	28.32727	28.45967	Uncharacterized protein YaiW	yaiW
30.11496	30.21512	30.16794	30.06149	29.68397	30.12817	NADPH-dependent 7-cyano-7-deazaguanine reductase	queF
28.80403	28.84041	28.88916	28.22149	28.34431	28.29088	Putative glutamine amidotransferase YafJ	yafJ
25.853	24.52904	25.74937	25.27771	25.57277	25.85695	Acetolactate synthase isozyme 3 large subunit	ilvI
28.36319	27.89937	28.54642	27.44522	27.75041	26.87079	Acetolactate synthase isozyme 1 large subunit	ilvB
30.08715	29.89807	30.32517	29.96044	30.26953	30.60594	USG-1 protein	usg
30.90842	30.84894	31.09478	30.69453	30.65966	30.87833	Glucokinase	glk
30.76872	30.90153	30.82274	30.54103	30.84775	31.23415	33 kDa chaperonin	hslO
33.95826	33.52892	33.52694	33.49417	33.51841	33.40718	"Translation initiation factor IF-3;Translation initiation factor IF-3, N-terminally processed;Translation initiation factor IF-3S"	infC
31.05685	31.09434	31.42152	31.27819	31.35232	31.51296	Oligoribonuclease	orn
31.02419	30.87012	30.91406	31.08316	31.03065	31.09685	Peptidyl-tRNA hydrolase	pth
29.44788	27.47119	27.72078	27.58499	27.57542	26.63187	S-adenosylmethionine decarboxylase proenzyme;S-adenosylmethionine decarboxylase beta chain;S-adenosylmethionine decarboxylase alpha chain	speD
30.07291	30.47296	30.62627	30.36745	30.49781	30.84715	GTP cyclohydrolase-2	ribA
35.04201	35.2997	35.48987	35.42852	35.3895	35.40762	30S ribosomal protein S8	rpsH
35.18814	35.12759	35.46751	35.24012	35.34929	35.36016	30S ribosomal protein S9	rpsI
30.7673	30.03865	29.49362	30.13993	29.99335	30.37917	Thymidylate synthase	thyA
32.44673	32.52757	32.39023	32.43726	32.41006	32.76939	UPF0304 protein YfbU	yfbU
30.42302	30.51183	31.06561	30.8592	30.53157	30.69627	Spermidine N(1)-acetyltransferase	speG
27.39664	27.49922	27.97776	27.19206	26.94849	27.86242	Glycine cleavage system transcriptional activator	gcvA
32.99348	33.39752	33.49107	33.38766	33.82288	33.40464	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	fklB
30.59655	29.59864	29.0321	29.02105	29.60442	30.22066	Protein tas	tas
30.8054	30.44727	30.27231	29.96815	29.87193	30.13026	Cytidine deaminase	cdd
33.27781	32.6049	32.97915	32.61281	32.9823	32.98866	Cytochrome bo(3) ubiquinol oxidase subunit 2	cyoA
33.85944	33.7687	33.15866	32.85651	33.75135	33.14768	DNA-binding protein H-NS	hns
30.70841	30.82896	31.0731	31.26863	31.24025	30.94733	Right origin-binding protein	rob
28.86673	29.02657	29.46735	28.98093	28.80458	29.13193	HTH-type transcriptional regulator GntR	gntR
30.60346	30.35689	29.81545	29.39387	30.31181	30.19988	Uncharacterized protein YgaU	ygaU
32.55	32.9256	32.83908	32.87798	32.94648	33.00864	Uncharacterized protein YggE	yggE
29.23084	29.86273	29.59012	29.09577	29.62852	29.45862	Uncharacterized protein YhbW	yhbW
35.3596	35.25163	35.61012	35.48777	35.12763	34.95973	50S ribosomal protein L14	rplN
32.24672	31.82438	32.00437	31.53682	31.99678	32.11436	Putative peroxiredoxin bcp	bcp
31.66238	31.34895	31.68035	31.26109	31.05323	31.68487	Molybdenum cofactor biosynthesis protein B	moaB
30.23226	30.22894	30.54959	29.60645	29.96416	29.88723	N-acetylglucosamine-6-phosphate deacetylase	nagA
32.79314	33.00506	32.75462	32.85447	33.21832	33.26444	NADH-quinone oxidoreductase subunit B	nuoB
33.1646	33.29433	33.58296	32.99323	32.92838	32.94625	Transcription termination/antitermination protein NusG	nusG
31.07973	30.52916	31.41594	31.13657	30.88671	31.11595	Ribulose-phosphate 3-epimerase	rpe
28.87267	29.14136	28.78883	28.90308	29.03944	29.48429	Phosphoserine phosphatase	serB
27.62895	27.90271	27.89556	27.71934	28.12278	28.31233	Protein RdoA	rdoA
29.45335	28.98514	29.35172	29.19254	29.12166	29.56258	Chorismate synthase	aroC
28.85293	29.10612	28.82393	28.68626	27.78669	27.90098	Shikimate dehydrogenase (NADP(+))	aroE
27.73279	27.95333	28.02216	26.76294	26.7709	26.00798	tRNA dimethylallyltransferase	miaA
28.7986	28.8778	28.91094	28.14729	28.82147	29.09665	Protein TolA	tolA
29.90899	29.89028	29.84568	29.57714	29.60562	30.32217	"3(2),5-bisphosphate nucleotidase CysQ"	cysQ
29.40188	29.49671	29.72247	29.49148	29.3109	29.5776	Farnesyl diphosphate synthase	ispA
31.83545	31.65923	32.11331	31.7645	31.71096	31.84726	Ecotin	eco
28.93365	29.82763	29.73622	29.38989	29.6272	29.73004	UPF0176 protein YceA	yceA
30.64013	30.48587	31.14504	31.00658	31.12934	30.87789	RNA polymerase sigma-54 factor	rpoN
28.78494	29.04682	28.81705	29.17876	29.18662	29.25757	"Guanosine-5-triphosphate,3-diphosphate pyrophosphatase"	gppA
30.37472	30.13259	29.31885	29.02277	30.13956	30.01092	Metalloprotease LoiP	loiP
27.89406	27.64045	27.31674	27.57029	26.68512	26.61765	Putative oxidoreductase YdbC	ydbC
29.43853	29.79338	29.89295	29.10931	29.48418	30.05685	Pyridoxal phosphate phosphatase YigL	yigL
29.03034	28.87414	29.12593	28.28533	29.01839	29.26892	"2,5-diketo-D-gluconic acid reductase B"	dkgB
27.27737	27.60322	27.57196	27.43253	27.84218	27.81867	Uncharacterized HTH-type transcriptional regulator YafC	yafC
27.80766	27.96796	27.95427	27.46209	27.72553	27.62791	Prophage CP4-57 integrase	intA
30.02749	30.80132	30.11235	29.63715	29.95283	30.37171	Ferrous iron transport protein B	feoB
26.13993	24.72884	24.98137	25.51569	25.35921	24.81054	Uncharacterized protein YejH	yejH
29.51337	29.49802	29.12315	29.05424	28.99053	29.28569	Ribosomal RNA small subunit methyltransferase B	rsmB
27.67243	28.20783	27.33748	27.7656	28.42478	28.34367	Putative prophage CPS-53 integrase	intS
25.4424	25.83641	26.67317	26.68432	26.50097	25.64831	Phosphoethanolamine transferase EptB	eptB
31.96585	31.90974	31.70689	31.51103	31.473	31.52314	"Beta-1,6-galactofuranosyltransferase WbbI"	wbbI
27.84488	26.91843	27.94531	28.14385	27.87267	28.30465	ABC transporter periplasmic-binding protein YtfQ	ytfQ
28.27635	28.44802	28.40795	28.08578	27.90512	28.81662	N-acetylneuraminate epimerase	nanM
